timestamp,act_boss,act_player,b_obs_0,b_obs_1,b_obs_2,b_obs_3,b_obs_4,b_obs_5,b_obs_6,b_obs_7,b_obs_8,b_obs_9,b_obs_10,b_obs_11,b_obs_12,b_obs_13,b_obs_14,b_obs_15,b_obs_16,b_obs_17,b_obs_18,b_obs_19,b_obs_20,b_obs_21,b_obs_22,b_obs_23,b_obs_24,b_obs_25,b_obs_26,b_obs_27,b_obs_28,b_obs_29,b_obs_30,b_obs_31,b_obs_32,p_obs_0,p_obs_1,p_obs_2,p_obs_3,p_obs_4,p_obs_5,p_obs_6,p_obs_7,p_obs_8,p_obs_9,p_obs_10,p_obs_11,p_obs_12,p_obs_13,p_obs_14,p_obs_15,p_obs_16,p_obs_17,p_obs_18,p_obs_19,p_obs_20,p_obs_21,p_obs_22,p_obs_23,p_obs_24,p_obs_25,p_obs_26,p_obs_27,p_obs_28,p_obs_29,p_obs_30,p_obs_31,p_obs_32
15,2,9,0.49950000643730164,0.49950000643730164,0.5210548043251038,0.5008265972137451,1.0,1.0,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000074505806,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8999999761581421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5210548043251038,0.5008265972137451,0.49950000643730164,0.49950000643730164,1.0,1.0,0.3333333432674408,0.0,0.0,0.05000000074505806,0.0,0.0,0.0,0.0,0.0,0.75,0.6000000238418579,0.0,0.949999988079071,0.949999988079071,0.949999988079071,0.949999988079071,0.949999988079071,0.949999988079071,0.949999988079071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,4,5,0.5,0.49950000643730164,0.5245374441146851,0.5006567239761353,1.0,1.0,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000074505806,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8500000238418579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5245374441146851,0.5006567239761353,0.5,0.49950000643730164,1.0,1.0,0.3333333432674408,0.0,0.0,0.05000000074505806,0.0,0.0,0.0,0.0,0.0,0.75,0.6499999761581421,0.0,0.0,0.949999988079071,0.949999988079071,0.949999988079071,0.949999988079071,0.949999988079071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,2,3,0.5,0.5,0.526671826839447,0.5005038380622864,1.0,1.0,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000074505806,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.800000011920929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.526671826839447,0.5005038380622864,0.5,0.5,1.0,1.0,0.3333333432674408,0.0,0.0,0.10000000149011612,0.0,0.0,0.0,0.0,0.0,0.75,0.6499999761581421,0.0,0.0,0.0,0.949999988079071,0.949999988079071,0.949999988079071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,5,9,0.5,0.5,0.5294927358627319,0.5003662109375,1.0,1.0,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000074505806,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5294927358627319,0.5003662109375,0.5,0.5,1.0,1.0,0.3333333432674408,0.0,0.0,0.10000000149011612,0.0,0.0,0.0,0.0,0.0,0.75,0.6499999761581421,0.0,0.0,0.0,0.949999988079071,0.949999988079071,0.949999988079071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0,3,0.5,0.5,0.531031608581543,0.5002423524856567,1.0,1.0,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000074505806,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.531031608581543,0.5002423524856567,0.5,0.5,1.0,1.0,0.3333333432674408,0.0,0.0,0.15000000596046448,0.0,0.0,0.0,0.0,0.0,0.75,0.6499999761581421,0.0,0.0,0.0,0.8999999761581421,0.8999999761581421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,5,3,0.5,0.5,0.5323165655136108,0.5001308917999268,1.0,1.0,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000074505806,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5323165655136108,0.5001308917999268,0.5,0.5,1.0,1.0,0.3333333432674408,0.0,0.0,0.15000000596046448,0.0,0.0,0.0,0.0,0.0,0.75,0.6499999761581421,0.0,0.0,0.0,0.8999999761581421,0.8999999761581421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0,9,0.5,0.5,0.5343730449676514,0.5000305771827698,1.0,1.0,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000074505806,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5343730449676514,0.5000305771827698,0.5,0.5,1.0,1.0,0.3333333432674408,0.0,0.0,0.15000000596046448,0.0,0.0,0.0,0.0,0.0,0.75,0.6499999761581421,0.0,0.0,0.0,0.8500000238418579,0.8999999761581421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,5,3,0.5,0.5,0.5352238416671753,0.49994030594825745,1.0,1.0,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000074505806,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5352238416671753,0.49994030594825745,0.5,0.5,1.0,1.0,0.3333333432674408,0.0,0.0,0.15000000596046448,0.0,0.0,0.0,0.0,0.0,0.75,0.6499999761581421,0.0,0.0,0.0,0.8500000238418579,0.8999999761581421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,2,9,0.5,0.5005000233650208,0.5368896126747131,0.4998590350151062,1.0,1.0,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000074505806,0.0,0.44999998807907104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5368896126747131,0.4998590350151062,0.5,0.5005000233650208,1.0,1.0,0.3333333432674408,0.0,0.0,0.20000000298023224,0.0,0.0,0.0,0.0,0.0,0.75,0.6499999761581421,0.0,0.0,0.0,0.800000011920929,0.8500000238418579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,5,7,0.5,0.5005000233650208,0.5383887887001038,0.4997859001159668,1.0,1.0,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000074505806,0.0,0.44999998807907104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5383887887001038,0.4997859001159668,0.5,0.5005000233650208,1.0,1.0,0.3333333432674408,0.0,0.0,0.20000000298023224,0.0,0.0,0.0,0.0,0.0,0.75,0.6499999761581421,0.0,0.0,0.0,0.800000011920929,0.8500000238418579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,3,2,0.49950000643730164,0.5005000233650208,0.5397379994392395,0.5007200837135315,1.0,1.0,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000074505806,0.0,0.44999998807907104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5397379994392395,0.5007200837135315,0.49950000643730164,0.5005000233650208,1.0,1.0,0.3333333432674408,0.0,0.0,0.20000000298023224,0.0,0.0,0.0,0.0,0.0,0.75,0.6499999761581421,0.0,0.0,0.0,0.75,0.8500000238418579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,5,4,0.49950000643730164,0.5005000233650208,0.5419523119926453,0.5006608366966248,1.0,1.0,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000074505806,0.0,0.44999998807907104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5419523119926453,0.5006608366966248,0.49950000643730164,0.5005000233650208,1.0,1.0,0.3333333432674408,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.6499999761581421,0.75,0.0,0.0,0.0,0.0,0.75,0.800000011920929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,4,3,0.5,0.5005000233650208,0.5420452356338501,0.5006075501441956,1.0,1.0,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000074505806,0.0,0.44999998807907104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5420452356338501,0.5006075501441956,0.5,0.5005000233650208,1.0,1.0,0.3333333432674408,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.6499999761581421,0.75,0.0,0.0,0.0,0.0,0.75,0.800000011920929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0,10,0.5,0.5005000233650208,0.5430288314819336,0.5005595684051514,1.0,1.0,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000074505806,0.0,0.44999998807907104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5430288314819336,0.5005595684051514,0.5,0.5005000233650208,1.0,1.0,0.3333333432674408,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.6499999761581421,0.75,0.0,0.0,0.0,0.0,0.75,0.800000011920929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0,3,0.5,0.5005000233650208,0.542914092540741,0.500516414642334,1.0,1.0,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000074505806,0.0,0.44999998807907104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.542914092540741,0.500516414642334,0.5,0.5005000233650208,1.0,1.0,0.3333333432674408,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.6499999761581421,0.75,0.0,0.0,0.0,0.0,0.75,0.800000011920929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,4,9,0.5005000233650208,0.5005000233650208,0.5437107682228088,0.5004775524139404,1.0,1.0,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000074505806,0.0,0.44999998807907104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5437107682228088,0.5004775524139404,0.5005000233650208,0.5005000233650208,1.0,1.0,0.3333333432674408,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.6499999761581421,0.75,0.0,0.0,0.0,0.0,0.75,0.800000011920929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,5,2,0.5005000233650208,0.5005000233650208,0.5444278120994568,0.501442551612854,1.0,1.0,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000074505806,0.0,0.44999998807907104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5444278120994568,0.501442551612854,0.5005000233650208,0.5005000233650208,1.0,1.0,0.3333333432674408,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.6000000238418579,0.699999988079071,0.0,0.0,0.0,0.0,0.699999988079071,0.800000011920929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,1,3,0.5005000233650208,0.5,0.5440731644630432,0.5014110803604126,1.0,1.0,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000074505806,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5440731644630432,0.5014110803604126,0.5005000233650208,0.5,1.0,1.0,0.3333333432674408,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.699999988079071,0.0,0.0,0.0,0.0,0.75,0.800000011920929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0,2,0.5005000233650208,0.5,0.5446539521217346,0.502382755279541,1.0,1.0,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000074505806,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5446539521217346,0.502382755279541,0.5005000233650208,0.5,1.0,1.0,0.3333333432674408,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.6000000238418579,0.699999988079071,0.0,0.0,0.0,0.0,0.699999988079071,0.800000011920929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,2,1,0.5005000233650208,0.5005000233650208,0.5451766848564148,0.5013572573661804,1.0,1.0,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000074505806,0.0,0.44999998807907104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5451766848564148,0.5013572573661804,0.5005000233650208,0.5005000233650208,1.0,1.0,0.3333333432674408,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.6000000238418579,0.699999988079071,0.0,0.0,0.0,0.0,0.699999988079071,0.800000011920929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,1,10,0.5005000233650208,0.5,0.545647144317627,0.5013343095779419,1.0,1.0,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000074505806,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.545647144317627,0.5013343095779419,0.5005000233650208,0.5,1.0,1.0,0.3333333432674408,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.6000000238418579,0.699999988079071,0.0,0.0,0.0,0.0,0.699999988079071,0.800000011920929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,1,3,0.5005000233650208,0.49950000643730164,0.5450705885887146,0.5013136267662048,1.0,1.0,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000074505806,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5450705885887146,0.5013136267662048,0.5005000233650208,0.49950000643730164,1.0,1.0,0.3333333432674408,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.6000000238418579,0.699999988079071,0.0,0.0,0.0,0.0,0.699999988079071,0.800000011920929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,5,9,0.5005000233650208,0.49950000643730164,0.5454516410827637,0.5013136267662048,1.0,1.0,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000074505806,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5454516410827637,0.5013136267662048,0.5005000233650208,0.49950000643730164,1.0,1.0,0.3333333432674408,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.6000000238418579,0.699999988079071,0.0,0.0,0.0,0.0,0.699999988079071,0.800000011920929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
