timestamp,action,value,obs_0,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6,obs_7,obs_8,obs_9,obs_10,obs_11,obs_12,obs_13,obs_14,obs_15,obs_16,obs_17,obs_18,obs_19,obs_20,obs_21,obs_22,obs_23,obs_24,obs_25,obs_26,obs_27,obs_28,obs_29,obs_30,obs_31,obs_32
12,5,0.0,0.4984999895095825,0.5,0.4580000042915344,0.5,1.0,1.0,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000074505806,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,1,0.0,0.4984999895095825,0.5,0.4580000042915344,0.5,1.0,1.0,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000074505806,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,4,0.0,0.4984999895095825,0.49950000643730164,0.4580000042915344,0.5,1.0,1.0,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000074505806,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,4,0.0,0.49900001287460327,0.49950000643730164,0.4580000042915344,0.49900001287460327,1.0,1.0,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000074505806,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0,0.0,0.49950000643730164,0.49950000643730164,0.4569999873638153,0.49900001287460327,1.0,1.0,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000074505806,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,4,0.0,0.49950000643730164,0.49950000643730164,0.4560000002384186,0.49900001287460327,1.0,1.0,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000074505806,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,5,0.0,0.5,0.49950000643730164,0.45500001311302185,0.49900001287460327,1.0,1.0,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000074505806,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0,0.0,0.5,0.49950000643730164,0.45500001311302185,0.5,1.0,1.0,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000074505806,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,1,0.0,0.5,0.49950000643730164,0.45500001311302185,0.5,1.0,1.0,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000074505806,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,3,0.0,0.5,0.49900001287460327,0.45399999618530273,0.5,1.0,1.0,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000074505806,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,8,0.0,0.49950000643730164,0.49900001287460327,0.45399999618530273,0.5009999871253967,1.0,1.0,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000074505806,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,10,0.0,0.49950000643730164,0.49900001287460327,0.45399999618530273,0.5009999871253967,1.0,1.0,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000074505806,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,10,0.0,0.49950000643730164,0.49900001287460327,0.45399999618530273,0.5009999871253967,1.0,1.0,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000074505806,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,5,0.0,0.49950000643730164,0.49900001287460327,0.45399999618530273,0.5019999742507935,1.0,1.0,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000074505806,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,1,0.0,0.49950000643730164,0.49900001287460327,0.45399999618530273,0.5019999742507935,1.0,1.0,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000074505806,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0,0.0,0.49950000643730164,0.4984999895095825,0.45399999618530273,0.5019999742507935,1.0,1.0,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000074505806,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,5,0.0,0.49950000643730164,0.4984999895095825,0.45399999618530273,0.503000020980835,1.0,1.0,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000074505806,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,4,0.0,0.49950000643730164,0.4984999895095825,0.45399999618530273,0.503000020980835,1.0,1.0,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000074505806,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,9,0.0,0.5,0.4984999895095825,0.45399999618530273,0.5019999742507935,1.0,1.0,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000074505806,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,8,0.0,0.5,0.4984999895095825,0.45399999618530273,0.5019999742507935,1.0,1.0,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000074505806,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,5,0.0,0.5,0.4984999895095825,0.45399999618530273,0.5019999742507935,1.0,1.0,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000074505806,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,4,0.0,0.5,0.4984999895095825,0.45399999618530273,0.5019999742507935,1.0,1.0,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000074505806,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,3,0.0,0.5005000233650208,0.4984999895095825,0.45399999618530273,0.5009999871253967,1.0,1.0,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000074505806,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,4,0.0,0.5,0.4984999895095825,0.45399999618530273,0.5019999742507935,1.0,1.0,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000074505806,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,4,0.0,0.5005000233650208,0.4984999895095825,0.45399999618530273,0.5009999871253967,1.0,1.0,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000074505806,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,0,0.0,0.5009999871253967,0.4984999895095825,0.45399999618530273,0.5009999871253967,1.0,0.9599999785423279,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000074505806,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,2,0.0,0.5009999871253967,0.4984999895095825,0.45399999618530273,0.5009999871253967,1.0,0.9599999785423279,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000074505806,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,5,0.0,0.5009999871253967,0.49900001287460327,0.45399999618530273,0.5009999871253967,1.0,0.9599999785423279,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000074505806,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,1,0.0,0.5009999871253967,0.49900001287460327,0.45399999618530273,0.5009999871253967,1.0,0.9599999785423279,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000074505806,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,5,0.0,0.5009999871253967,0.4984999895095825,0.45399999618530273,0.5009999871253967,1.0,0.9599999785423279,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000074505806,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,4,0.0,0.5009999871253967,0.4984999895095825,0.45399999618530273,0.5009999871253967,1.0,0.9599999785423279,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000074505806,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,1,0.0,0.5015000104904175,0.4984999895095825,0.45399999618530273,0.5009999871253967,1.0,0.9599999785423279,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000074505806,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,1,0.0,0.5015000104904175,0.49799999594688416,0.45399999618530273,0.5009999871253967,1.0,0.9599999785423279,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000074505806,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,10,0.0,0.5015000104904175,0.4975000023841858,0.45399999618530273,0.5019999742507935,1.0,0.9599999785423279,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000074505806,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,10,0.0,0.5015000104904175,0.4975000023841858,0.45399999618530273,0.503000020980835,1.0,0.9599999785423279,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000074505806,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,4,0.0,0.5015000104904175,0.4975000023841858,0.45399999618530273,0.503000020980835,1.0,0.9599999785423279,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000074505806,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,1,0.0,0.5019999742507935,0.4975000023841858,0.45399999618530273,0.503000020980835,1.0,0.9599999785423279,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000074505806,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,2,0.0,0.5019999742507935,0.4970000088214874,0.453000009059906,0.503000020980835,1.0,0.9599999785423279,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000074505806,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,8,0.0,0.5019999742507935,0.4975000023841858,0.45399999618530273,0.503000020980835,1.0,0.9599999785423279,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000074505806,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,4,0.0,0.5019999742507935,0.4975000023841858,0.45399999618530273,0.5040000081062317,1.0,0.9599999785423279,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000074505806,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,4,0.0,0.5024999976158142,0.4975000023841858,0.45399999618530273,0.5040000081062317,1.0,0.9599999785423279,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,7,0.0,0.503000020980835,0.4975000023841858,0.45399999618530273,0.5040000081062317,1.0,0.9599999785423279,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,0,0.0,0.503000020980835,0.4975000023841858,0.45399999618530273,0.5040000081062317,1.0,0.9599999785423279,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,10,0.0,0.503000020980835,0.4975000023841858,0.4629131555557251,0.502685010433197,1.0,0.9599999785423279,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,0,0.0,0.503000020980835,0.4975000023841858,0.47183501720428467,0.5025014877319336,1.0,0.9599999785423279,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,3,0.0,0.503000020980835,0.4975000023841858,0.4798646569252014,0.5014362931251526,1.0,0.9599999785423279,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,0,0.0,0.5024999976158142,0.4975000023841858,0.4870913624763489,0.50047767162323,1.0,0.9599999785423279,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,0,0.0,0.5024999976158142,0.4975000023841858,0.4935953915119171,0.4996148943901062,1.0,0.9599999785423279,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,0,0.0,0.5024999976158142,0.4975000023841858,0.4994490146636963,0.4988383948802948,1.0,0.9599999785423279,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.8500000238418579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,0,0.0,0.5024999976158142,0.4975000023841858,0.5047172904014587,0.49813956022262573,1.0,0.9599999785423279,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.8999999761581421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,4,0.0,0.5024999976158142,0.4975000023841858,0.5094587206840515,0.4975105822086334,1.0,0.9599999785423279,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,5,0.0,0.503000020980835,0.4975000023841858,0.513725996017456,0.49694451689720154,1.0,0.9599999785423279,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.8999999761581421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,5,0.0,0.503000020980835,0.4975000023841858,0.5175665616989136,0.4964350461959839,1.0,0.9599999785423279,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.8999999761581421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,1,0.0,0.503000020980835,0.4975000023841858,0.5210230350494385,0.4959765374660492,1.0,0.9599999785423279,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8500000238418579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,0,0.0,0.503000020980835,0.4970000088214874,0.5241339206695557,0.4955638647079468,1.0,0.9599999785423279,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8500000238418579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,5,0.0,0.503000020980835,0.4970000088214874,0.5269336700439453,0.4951924681663513,1.0,0.9599999785423279,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8500000238418579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,9,0.0,0.503000020980835,0.4970000088214874,0.5284534692764282,0.4948582053184509,1.0,0.9599999785423279,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8500000238418579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,10,0.0,0.503000020980835,0.4970000088214874,0.5297212600708008,0.49455738067626953,1.0,0.9599999785423279,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.800000011920929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,5,0.0,0.503000020980835,0.4970000088214874,0.5317623019218445,0.4942866265773773,1.0,0.9200000166893005,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.800000011920929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,0,0.0,0.503000020980835,0.4970000088214874,0.5335992574691772,0.4930429458618164,1.0,0.9200000166893005,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,6,0.0,0.503000020980835,0.4970000088214874,0.5352524518966675,0.49282366037368774,1.0,0.9200000166893005,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,4,0.0,0.503000020980835,0.4970000088214874,0.5367404222488403,0.49362626671791077,1.0,0.9200000166893005,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,1,0.0,0.5034999847412109,0.4970000088214874,0.5370795130729675,0.4934486448764801,1.0,0.9200000166893005,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,0,0.0,0.5034999847412109,0.4964999854564667,0.5382847189903259,0.4932887554168701,1.0,0.9200000166893005,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.550000011920929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,1,0.0,0.5034999847412109,0.4964999854564667,0.5393694043159485,0.4931448698043823,1.0,0.9200000166893005,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.550000011920929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,1,0.0,0.5034999847412109,0.4959999918937683,0.5403456091880798,0.4940153658390045,1.0,0.9200000166893005,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.550000011920929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,5,0.0,0.5034999847412109,0.49549999833106995,0.5412242412567139,0.49389883875846863,1.0,0.9200000166893005,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.550000011920929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,4,0.0,0.5034999847412109,0.49549999833106995,0.5410149693489075,0.49379393458366394,1.0,0.9200000166893005,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.550000011920929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
